District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Date,Latitude,Longitude,Day,Month,WeekDay,Hour
LUCKNOW,P04062118407,C1,PS1,PHONE,Missing,Child,04/06/2021 22:29:54,26.839,81.026,2021-06-04,6,6,22
LUCKNOW,P04062118855,C1,PS1,PHONE,Threat In Person,Threatening To Kill,04/06/2021 22:48:47,26.842,81.015,2021-06-04,6,6,22
LUCKNOW,P05062105185,C1,PS1,PHONE,Dispute,Money Transactions Dispute,05/06/2021 10:13:50,26.84,81.021,2021-06-05,6,7,10
LUCKNOW,P05062108836,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,05/06/2021 14:01:54,26.826,81.011,2021-06-05,6,7,14
LUCKNOW,P05062113122,C1,PS1,PHONE,Female Harrassment,Insult,05/06/2021 18:29:19,26.836,81.017,2021-06-05,6,7,18
LUCKNOW,P05062113206,C1,PS1,PHONE,Domestic Violence,House Arrest,05/06/2021 18:33:46,26.839,81.026,2021-06-05,6,7,18
LUCKNOW,P05062115193,C1,PS1,PHONE,Dispute,Money Transactions Dispute,05/06/2021 20:06:46,26.839,81.026,2021-06-05,6,7,20
LUCKNOW,P05062117217,C1,PS1,PHONE,Dispute,Other Dispute,05/06/2021 21:26:25,26.836,81.0,2021-06-05,6,7,21
LUCKNOW,P05062119901,C1,PS1,PHONE,Ndps Act Offenses,Iilegal Sale,05/06/2021 23:12:06,26.839,81.026,2021-06-05,6,7,23
LUCKNOW,P06062108057,C1,PS1,PHONE,Differently Abled People,Mad /Retarded Person,06/06/2021 12:22:59,26.838,81.008,2021-06-06,6,1,12
LUCKNOW,P06062108230,C1,PS1,PHONE,Female Sexual Harrassment,Attempted Rape In Building Or Campus,06/06/2021 12:34:30,26.835,81.008,2021-06-06,6,1,12
LUCKNOW,P06062120450,C1,PS1,PHONE,Domestic Violence,Beat Children By Familymembers,06/06/2021 22:33:48,26.842,81.027,2021-06-06,6,1,22
LUCKNOW,P06062121175,C1,PS1,PHONE,Animals Related,Cow Carcass And Slaughtering,06/06/2021 23:03:14,26.836,81.009,2021-06-06,6,1,23
LUCKNOW,P06062121847,C1,PS1,PHONE,Animals Related,Found Injured Animal,06/06/2021 23:36:14,26.835,81.01,2021-06-06,6,1,23
LUCKNOW,P07062101564,C1,PS1,PHONE,Dispute,Other Dispute,07/06/2021 06:04:28,26.836,81.009,2021-06-07,6,2,6
LUCKNOW,P07062102955,C1,PS1,PHONE,Animals Related,Found Injured Animal,07/06/2021 07:54:05,26.836,81.012,2021-06-07,6,2,7
LUCKNOW,P07062110870,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,07/06/2021 16:12:32,26.836,81.008,2021-06-07,6,2,16
LUCKNOW,P07062111258,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,07/06/2021 16:38:39,26.839,81.026,2021-06-07,6,2,16
LUCKNOW,P07062111975,C1,PS1,PHONE,Threat In Person,Attack,07/06/2021 17:20:48,26.845,81.022,2021-06-07,6,2,17
LUCKNOW,P07062118690,C1,PS1,PHONE,Threat In Person,Attack,07/06/2021 22:09:25,26.838,81.009,2021-06-07,6,2,22
LUCKNOW,P07062118915,C1,PS1,PHONE,Domestic Violence,Beating Senior Citizen,07/06/2021 22:16:51,26.818,81.014,2021-06-07,6,2,22
LUCKNOW,P08062101403,C1,PS1,PHONE,Theft,Other Location,08/06/2021 05:21:27,26.835,81.008,2021-06-08,6,3,5
LUCKNOW,P08062101732,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,08/06/2021 06:10:32,26.845,81.032,2021-06-08,6,3,6
LUCKNOW,P08062105739,C1,PS1,PHONE,Property Disputes,Boundary Dispute,08/06/2021 10:15:38,26.826,81.011,2021-06-08,6,3,10
LUCKNOW,P08062106528,C1,PS1,PHONE,Dispute,Money Transactions Dispute,08/06/2021 11:02:07,26.846,81.045,2021-06-08,6,3,11
LUCKNOW,P08062113152,C1,PS1,PHONE,Threat In Person,Threatening To Kill,08/06/2021 18:01:57,26.848,81.027,2021-06-08,6,3,18
LUCKNOW,P08062113273,C1,PS1,PHONE,Dispute,Other Dispute,08/06/2021 18:08:05,26.85,81.036,2021-06-08,6,3,18
LUCKNOW,P08062114128,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,08/06/2021 18:53:42,26.833,81.006,2021-06-08,6,3,18
LUCKNOW,P08062114514,C1,PS1,PHONE,Theft,Residential Building,08/06/2021 19:11:36,26.844,81.038,2021-06-08,6,3,19
LUCKNOW,P08062118377,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,08/06/2021 21:43:06,26.834,81.011,2021-06-08,6,3,21
LUCKNOW,P08062120165,C1,PS1,PHONE,Threat In Person,Threatening To Kill,08/06/2021 22:46:55,26.844,81.024,2021-06-08,6,3,22
LUCKNOW,P09062109149,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,09/06/2021 14:27:47,26.834,81.016,2021-06-09,6,4,14
LUCKNOW,P09062111222,C1,PS1,PHONE,Dispute,Money Transactions Dispute,09/06/2021 16:42:03,26.826,81.025,2021-06-09,6,4,16
LUCKNOW,P09062111682,C1,PS1,PHONE,Threat In Person,Threatening To Kill,09/06/2021 17:10:52,26.834,81.011,2021-06-09,6,4,17
LUCKNOW,P09062114623,C1,PS1,PHONE,Dispute,Other Dispute,09/06/2021 19:44:46,26.834,81.011,2021-06-09,6,4,19
LUCKNOW,P09062114982,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,09/06/2021 20:01:42,26.834,81.011,2021-06-09,6,4,20
LUCKNOW,P09062116411,C1,PS1,PHONE,Dispute,Other Dispute,09/06/2021 21:00:32,26.839,81.001,2021-06-09,6,4,21
LUCKNOW,P09062117061,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,09/06/2021 21:23:57,26.833,81.022,2021-06-09,6,4,21
LUCKNOW,P09062117600,C1,PS1,PHONE,Threat In Person,Threatening To Kill,09/06/2021 21:41:24,26.839,81.026,2021-06-09,6,4,21
LUCKNOW,P10062100506,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,10/06/2021 00:54:35,26.835,81.008,2021-06-10,6,5,0
LUCKNOW,P10062101248,C1,PS1,PHONE,Theft,Residential Building,10/06/2021 05:20:08,26.841,81.003,2021-06-10,6,5,5
LUCKNOW,P10062105909,C1,PS1,PHONE,Domestic Violence,Beating Senior Citizen,10/06/2021 10:58:33,26.826,81.011,2021-06-10,6,5,10
LUCKNOW,P10062113011,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,10/06/2021 18:28:39,26.844,81.049,2021-06-10,6,5,18
LUCKNOW,P10062113547,C1,PS1,PHONE,Dispute,With Neighbor,10/06/2021 18:56:22,26.826,81.048,2021-06-10,6,5,18
LUCKNOW,P10062114706,C1,PS1,PHONE,Missing,Grp- Person Accident By Train,10/06/2021 19:53:53,26.83,81.013,2021-06-10,6,5,19
LUCKNOW,P10062116533,C1,PS1,PHONE,Accident,Crash Between Light Vehicles,10/06/2021 21:12:16,26.833,80.985,2021-06-10,6,5,21
LUCKNOW,P10062116750,C1,PS1,PHONE,Dispute,Other Dispute,10/06/2021 21:19:43,26.827,81.046,2021-06-10,6,5,21
LUCKNOW,P10062116995,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,10/06/2021 21:29:32,26.823,81.016,2021-06-10,6,5,21
LUCKNOW,P10062118438,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,10/06/2021 22:27:53,26.834,81.011,2021-06-10,6,5,22
LUCKNOW,P10062118934,C1,PS1,PHONE,Dispute,With Neighbor,10/06/2021 22:51:07,26.834,81.048,2021-06-10,6,5,22
LUCKNOW,P10062119338,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,10/06/2021 23:12:18,26.826,81.011,2021-06-10,6,5,23
LUCKNOW,P11062101454,C1,PS1,PHONE,Found Deadbody,Male Dead Body,11/06/2021 06:22:24,26.839,81.004,2021-06-11,6,6,6
LUCKNOW,P11062102155,C1,PS1,PHONE,Robbery,On Road,11/06/2021 07:31:46,26.842,81.027,2021-06-11,6,6,7
LUCKNOW,P11062110066,C1,PS1,PHONE,Dispute,Other Dispute,11/06/2021 15:49:37,26.848,81.045,2021-06-11,6,6,15
LUCKNOW,P11062112731,C1,PS1,PHONE,Domestic Violence,Other Kind Torturing To Senior Citizen,11/06/2021 18:26:46,26.839,81.027,2021-06-11,6,6,18
LUCKNOW,P11062113784,C1,PS1,PHONE,Dispute,Money Transactions Dispute,11/06/2021 19:25:16,26.83,81.018,2021-06-11,6,6,19
LUCKNOW,P11062116727,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,11/06/2021 21:32:56,26.834,81.016,2021-06-11,6,6,21
LUCKNOW,P11062118244,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,11/06/2021 22:29:37,26.839,81.026,2021-06-11,6,6,22
LUCKNOW,P11062118528,C1,PS1,PHONE,Dispute,Other Dispute,11/06/2021 22:42:04,26.838,80.999,2021-06-11,6,6,22
LUCKNOW,P12062100202,C1,PS1,PHONE,Threat In Person,Threatening To Kill,12/06/2021 00:17:08,26.839,81.026,2021-06-12,6,7,0
LUCKNOW,P12062101175,C1,PS1,PHONE,Dispute,With Neighbor,12/06/2021 04:11:07,26.842,81.022,2021-06-12,6,7,4
LUCKNOW,P12062107250,C1,PS1,PHONE,Theft,Residential Building,12/06/2021 11:40:57,26.835,81.009,2021-06-12,6,7,11
LUCKNOW,P12062110137,C1,PS1,PHONE,Dispute,Money Transactions Dispute,12/06/2021 14:31:03,26.83,81.052,2021-06-12,6,7,14
LUCKNOW,P12062112416,C1,PS1,PHONE,Dispute,Other Dispute,12/06/2021 16:53:15,26.839,81.026,2021-06-12,6,7,16
LUCKNOW,P12062114984,C1,PS1,PHONE,Dispute,Other Dispute,12/06/2021 19:21:43,26.846,81.037,2021-06-12,6,7,19
LUCKNOW,P12062118895,C1,PS1,PHONE,Threat In Person,Attack,12/06/2021 22:13:05,26.842,81.033,2021-06-12,6,7,22
LUCKNOW,P12062120012,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/06/2021 23:08:43,26.835,81.008,2021-06-12,6,7,23
LUCKNOW,P12062120040,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/06/2021 23:10:23,26.839,81.026,2021-06-12,6,7,23
LUCKNOW,P01042100552,C1,PS2,TWITTER,Dispute,Dispute With Service Provider Or Vendor,01/04/2021 01:51:00,26.842,80.991,2021-04-01,4,5,1
LUCKNOW,P01042100577,C1,PS2,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,01/04/2021 02:03:00,26.853,81.019,2021-04-01,4,5,2
LUCKNOW,P01042101233,C1,PS2,PHONE,Dispute,Other Dispute,01/04/2021 07:13:00,26.842,80.996,2021-04-01,4,5,7
LUCKNOW,P01042104325,C1,PS2,PHONE,Found Deadbody,Male Dead Body,01/04/2021 12:09:00,26.852,80.99,2021-04-01,4,5,12
LUCKNOW,P01042105219,C1,PS2,PHONE,Threat In Person,Threatening To Kill,01/04/2021 13:23:00,26.856,81.007,2021-04-01,4,5,13
LUCKNOW,P01042106172,C1,PS2,PHONE,Theft,Other Location,01/04/2021 14:39:00,26.851,81.005,2021-04-01,4,5,14
LUCKNOW,P01042106275,C1,PS2,PHONE,Threat In Person,Threatening To Kill,01/04/2021 14:49:00,26.836,81.01,2021-04-01,4,5,14
LUCKNOW,P01042106734,C1,PS2,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,01/04/2021 15:29:00,26.849,81.013,2021-04-01,4,5,15
LUCKNOW,P01042107665,C1,PS2,PHONE,Threat In Person,Attack,01/04/2021 16:53:00,26.852,81.0,2021-04-01,4,5,16
LUCKNOW,P01042108463,C1,PS2,PHONE,Threat In Person,Attack,01/04/2021 18:08:00,26.854,81.003,2021-04-01,4,5,18
LUCKNOW,P01042110764,C1,PS2,WhatsApp,#N/A,#N/A,01/04/2021 21:19:00,26.848,80.996,2021-04-01,4,5,21
LUCKNOW,P01042111793,C1,PS2,PHONE,Theft,Two Wheeler Vehicle,01/04/2021 22:28:00,26.858,80.994,2021-04-01,4,5,22
LUCKNOW,P01042112211,C1,PS2,PHONE,Threat In Person,Attack,01/04/2021 22:57:00,26.851,81.005,2021-04-01,4,5,22
LUCKNOW,P01042112241,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,01/04/2021 23:00:00,26.854,81.011,2021-04-01,4,5,23
LUCKNOW,P01042112513,C1,PS2,PHONE,Threat In Person,Threatening To Kill,01/04/2021 23:23:00,26.851,81.008,2021-04-01,4,5,23
LUCKNOW,P01042112645,C1,PS2,PHONE,Domestic Violence,Insult Of Senior Citizen,01/04/2021 23:36:00,26.849,81.012,2021-04-01,4,5,23
LUCKNOW,P02042102907,C1,PS2,PHONE,Domestic Violence,Beating Senior Citizen,02/04/2021 10:16:00,26.865,80.975,2021-04-02,4,6,10
LUCKNOW,P02042104496,C1,PS2,PHONE,Domestic Violence,Beat Children By Familymembers,02/04/2021 12:33:00,26.845,80.998,2021-04-02,4,6,12
LUCKNOW,P02042106596,C1,PS2,PHONE,Dispute,Dispute In Hospital,02/04/2021 15:37:00,26.851,81.018,2021-04-02,4,6,15
LUCKNOW,P02042107818,C1,PS2,PHONE,Dispute,Money Transactions Dispute,02/04/2021 17:26:00,26.852,80.99,2021-04-02,4,6,17
LUCKNOW,P02042109136,C1,PS2,PHONE,Dispute,Other Dispute,02/04/2021 19:27:00,26.852,80.99,2021-04-02,4,6,19
LUCKNOW,P02042109278,C1,PS2,PHONE,Dispute,Other Dispute,02/04/2021 19:41:00,26.853,81.0,2021-04-02,4,6,19
LUCKNOW,P02042109317,C1,PS2,PHONE,Missing,Mobile,02/04/2021 19:44:00,26.844,80.987,2021-04-02,4,6,19
LUCKNOW,P02042110615,C1,PS2,PHONE,Dispute,Other Dispute,02/04/2021 21:24:00,26.851,81.008,2021-04-02,4,6,21
LUCKNOW,P02042111658,C1,PS2,PHONE,Cyber Crimes,Email Hacking,02/04/2021 22:30:00,26.854,80.983,2021-04-02,4,6,22
LUCKNOW,P03042100012,C1,PS2,PHONE,Threat In Person,Threatening To Kill,03/04/2021 00:01:00,26.846,81.004,2021-04-03,4,7,0
LUCKNOW,P03042100476,C1,PS2,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,03/04/2021 01:29:00,26.846,81.001,2021-04-03,4,7,1
LUCKNOW,P03042104365,C1,PS2,PHONE,Dispute,Money Transactions Dispute,03/04/2021 12:26:00,26.852,80.988,2021-04-03,4,7,12
LUCKNOW,P03042104429,C1,PS2,PHONE,Dispute,Money Transactions Dispute,03/04/2021 12:33:00,26.852,80.99,2021-04-03,4,7,12
LUCKNOW,P03042104564,C1,PS2,PHONE,Dispute,Money Transactions Dispute,03/04/2021 12:44:00,26.842,80.99,2021-04-03,4,7,12
LUCKNOW,P03042105810,C1,PS2,PHONE,Dispute,For Parking,03/04/2021 14:51:00,26.847,81.003,2021-04-03,4,7,14
LUCKNOW,P03042107146,C1,PS2,PHONE,Dispute,Money Transactions Dispute,03/04/2021 16:59:00,26.849,80.98,2021-04-03,4,7,16
LUCKNOW,P03042107645,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,03/04/2021 17:49:00,26.86,80.993,2021-04-03,4,7,17
LUCKNOW,P03042108653,C1,PS2,PHONE,Threat In Person,Threatening To Kill,03/04/2021 19:26:00,26.854,81.011,2021-04-03,4,7,19
LUCKNOW,P03042109159,C1,PS2,PHONE,Threat In Person,Threatening To Kill,03/04/2021 20:08:00,26.85,81.009,2021-04-03,4,7,20
LUCKNOW,P03042109199,C1,PS2,PHONE,Threat In Person,Threatening To Kill,03/04/2021 20:11:00,26.849,81.011,2021-04-03,4,7,20
LUCKNOW,P03042109268,C1,PS2,WhatsApp,Threat In Person,Attack,03/04/2021 20:16:00,26.851,81.015,2021-04-03,4,7,20
LUCKNOW,P03042109979,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,03/04/2021 21:05:00,26.852,80.992,2021-04-03,4,7,21
LUCKNOW,P03042111540,C1,PS2,PHONE,Threat In Person,Attack,03/04/2021 23:20:00,26.856,80.996,2021-04-03,4,7,23
LUCKNOW,P04042100432,C1,PS2,PHONE,Threat In Person,Attack,04/04/2021 01:02:00,26.845,80.989,2021-04-04,4,1,1
LUCKNOW,P04042101678,C1,PS2,PHONE,Missing,Child,04/04/2021 06:38:00,26.853,80.989,2021-04-04,4,1,6
LUCKNOW,P04042103792,C1,PS2,PHONE,Dispute,Other Dispute,04/04/2021 10:10:00,26.848,81.001,2021-04-04,4,1,10
LUCKNOW,P04042111319,C1,PS2,PHONE,Dispute,Other Dispute,04/04/2021 19:45:00,26.844,81.009,2021-04-04,4,1,19
LUCKNOW,P04042111367,C1,PS2,PHONE,Missing,Mobile,04/04/2021 19:49:00,26.856,80.992,2021-04-04,4,1,19
LUCKNOW,P04042111664,C1,PS2,PHONE,Dispute,Money Transactions Dispute,04/04/2021 20:11:00,26.854,81.001,2021-04-04,4,1,20
LUCKNOW,P04042112161,C1,PS2,PHONE,Threat In Person,Threatening To Kill,04/04/2021 20:45:00,26.864,80.976,2021-04-04,4,1,20
LUCKNOW,P04042112449,C1,PS2,PHONE,Female Harrassment,Indecent Talks,04/04/2021 21:04:00,26.862,80.977,2021-04-04,4,1,21
LUCKNOW,P04042113071,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,04/04/2021 21:40:00,26.852,80.99,2021-04-04,4,1,21
LUCKNOW,P04042113703,C1,PS2,PHONE,Domestic Violence,Beating Senior Citizen,04/04/2021 22:15:00,26.849,80.995,2021-04-04,4,1,22
LUCKNOW,P04042114528,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,04/04/2021 23:03:00,26.854,80.991,2021-04-04,4,1,23
LUCKNOW,P05042100752,C1,PS2,PHONE,Theft,Other Location,05/04/2021 02:49:00,26.861,80.985,2021-04-05,4,2,2
LUCKNOW,P05042101325,C1,PS2,PHONE,Threat In Person,Attack,05/04/2021 07:12:00,26.846,80.985,2021-04-05,4,2,7
LUCKNOW,P05042107393,C1,PS2,PHONE,Dispute,Other Dispute,05/04/2021 16:53:00,26.847,80.995,2021-04-05,4,2,16
LUCKNOW,P05042108062,C1,PS2,PHONE,Suspicious Object Information,Information About Suspicious Object In The Vehicle,05/04/2021 17:51:00,26.851,81.004,2021-04-05,4,2,17
LUCKNOW,P05042110310,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Obscene Message / Picture Post Of Women,05/04/2021 21:02:00,26.847,80.993,2021-04-05,4,2,21
LUCKNOW,P05042110350,C1,PS2,PHONE,Dispute,With Neighbor,05/04/2021 21:04:00,26.843,80.998,2021-04-05,4,2,21
LUCKNOW,P05042110744,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,05/04/2021 21:28:00,26.855,80.991,2021-04-05,4,2,21
LUCKNOW,P05042110823,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,05/04/2021 21:33:00,26.846,81.004,2021-04-05,4,2,21
LUCKNOW,P05042112192,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,05/04/2021 22:47:00,26.853,80.99,2021-04-05,4,2,22
LUCKNOW,P05042112844,C1,PS2,PHONE,Threat In Person,Attack,05/04/2021 23:31:00,26.848,80.996,2021-04-05,4,2,23
LUCKNOW,P05042112858,C1,PS2,PHONE,Dispute,Other Dispute,05/04/2021 23:32:00,26.854,81.001,2021-04-05,4,2,23
LUCKNOW,P06042100262,C1,PS2,PHONE,Threat In Person,Attack,06/04/2021 00:33:00,26.854,80.99,2021-04-06,4,3,0
LUCKNOW,P06042101511,C1,PS2,PHONE,Dispute,Other Dispute,06/04/2021 07:20:00,26.862,80.984,2021-04-06,4,3,7
LUCKNOW,P06042102199,C1,PS2,PHONE,Dispute,Other Dispute,06/04/2021 08:45:00,26.849,80.987,2021-04-06,4,3,8
LUCKNOW,P06042106663,C1,PS2,PHONE,Dispute,Other Dispute,06/04/2021 15:51:00,26.851,81.02,2021-04-06,4,3,15
LUCKNOW,P06042106924,C1,PS2,PHONE,Dispute,Other Dispute,06/04/2021 16:19:00,26.845,80.988,2021-04-06,4,3,16
LUCKNOW,P06042108193,C1,PS2,PHONE,Dispute,Money Transactions Dispute,06/04/2021 18:21:00,26.857,81.01,2021-04-06,4,3,18
LUCKNOW,P06042109766,C1,PS2,PHONE,Dispute,Dispute In Hospital,06/04/2021 20:33:00,26.854,80.992,2021-04-06,4,3,20
LUCKNOW,P06042110144,C1,PS2,PHONE,Medium Fire,Farm Forest Agriculture,06/04/2021 20:58:00,25.423,79.008,2021-04-06,4,3,20
LUCKNOW,P06042112560,C1,PS2,PHONE,Dispute,With Neighbor,06/04/2021 23:25:00,26.846,80.996,2021-04-06,4,3,23
LUCKNOW,P07042100699,C1,PS2,PHONE,Threat In Person,Attack,07/04/2021 02:26:00,26.847,80.999,2021-04-07,4,4,2
LUCKNOW,P07042103441,C1,PS2,PHONE,Differently Abled People,Mad /Retarded Person,07/04/2021 10:46:00,26.849,81.014,2021-04-07,4,4,10
LUCKNOW,P07042104137,C1,PS2,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,07/04/2021 11:49:00,26.864,80.981,2021-04-07,4,4,11
LUCKNOW,P07042104492,C1,PS2,PHONE,Dispute,Dispute Between Ride And Driver,07/04/2021 12:28:00,26.854,80.99,2021-04-07,4,4,12
LUCKNOW,P07042105185,C1,PS2,PHONE,Robbery,On Road,07/04/2021 13:36:00,26.858,80.971,2021-04-07,4,4,13
LUCKNOW,P07042105309,C1,PS2,PHONE,Threat In Person,Threatening To Kill,07/04/2021 13:49:00,26.852,80.987,2021-04-07,4,4,13
LUCKNOW,P07042106007,C1,PS2,PHONE,Dispute,Dispute Between Ride And Driver,07/04/2021 15:06:00,26.849,80.98,2021-04-07,4,4,15
LUCKNOW,P07042106569,C1,PS2,PHONE,Dispute,Other Dispute,07/04/2021 16:05:00,26.853,80.974,2021-04-07,4,4,16
LUCKNOW,P07042106898,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,07/04/2021 16:37:00,26.854,80.986,2021-04-07,4,4,16
LUCKNOW,P07042106915,C1,PS2,PHONE,Dispute,Other Dispute,07/04/2021 16:38:00,26.852,80.998,2021-04-07,4,4,16
LUCKNOW,P07042108864,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,07/04/2021 19:53:00,26.852,80.99,2021-04-07,4,4,19
LUCKNOW,P07042108895,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,07/04/2021 19:56:00,26.856,80.99,2021-04-07,4,4,19
LUCKNOW,P07042110716,C1,PS2,PHONE,Pollution,Pollution By Dj/Band/Cracker/Others Means,07/04/2021 22:01:00,26.85,80.984,2021-04-07,4,4,22
LUCKNOW,P07042110847,C1,PS2,PHONE,Pollution,Pollution By Dj/Band/Cracker/Others Means,07/04/2021 22:10:00,26.85,80.984,2021-04-07,4,4,22
LUCKNOW,P07042111450,C1,PS2,PHONE,Threat In Person,Threatening To Kill,07/04/2021 22:43:00,26.852,80.997,2021-04-07,4,4,22
LUCKNOW,P07042112289,C1,PS2,PHONE,Child Crime(Sexual Abuse),Teasing On Public Place,07/04/2021 23:34:00,26.851,80.986,2021-04-07,4,4,23
LUCKNOW,P08042100184,C1,PS2,PHONE,Dispute,Other Dispute,08/04/2021 00:19:00,26.851,80.986,2021-04-08,4,5,0
LUCKNOW,P08042100453,C1,PS2,PHONE,Dispute,Money Transactions Dispute,08/04/2021 00:58:00,26.852,80.99,2021-04-08,4,5,0
LUCKNOW,P08042106242,C1,PS2,PHONE,Dispute,Money Transactions Dispute,08/04/2021 15:16:00,26.858,80.974,2021-04-08,4,5,15
LUCKNOW,P08042107092,C1,PS2,PHONE,Property Disputes,Boundary Dispute,08/04/2021 16:38:00,26.854,80.986,2021-04-08,4,5,16
LUCKNOW,P08042109375,C1,PS2,PHONE,Missing,Women,08/04/2021 20:14:00,26.856,81.001,2021-04-08,4,5,20
LUCKNOW,P08042109654,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,08/04/2021 20:31:00,26.851,80.987,2021-04-08,4,5,20
LUCKNOW,P08042109993,C1,PS2,PHONE,Threat In Person,Threatening To Kill,08/04/2021 20:52:00,26.846,80.998,2021-04-08,4,5,20
LUCKNOW,P08042110231,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,08/04/2021 21:07:00,26.847,80.987,2021-04-08,4,5,21
LUCKNOW,P08042110714,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,08/04/2021 21:36:00,26.852,80.982,2021-04-08,4,5,21
LUCKNOW,P08042110951,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,08/04/2021 21:48:00,26.857,80.975,2021-04-08,4,5,21
LUCKNOW,P08042112419,C1,PS2,PHONE,Threat In Person,Attack,08/04/2021 23:05:00,26.851,81.014,2021-04-08,4,5,23
LUCKNOW,P09042102074,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 08:26:00,26.852,80.99,2021-04-09,4,6,8
LUCKNOW,P09042102131,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 08:32:00,26.854,80.99,2021-04-09,4,6,8
LUCKNOW,P09042102853,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 09:46:00,26.852,80.99,2021-04-09,4,6,9
LUCKNOW,P09042102860,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 09:47:00,26.854,80.99,2021-04-09,4,6,9
LUCKNOW,P09042103217,C1,PS2,PHONE,Property Disputes,Boundary Dispute,09/04/2021 10:19:00,26.854,80.986,2021-04-09,4,6,10
LUCKNOW,P09042104585,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 12:22:00,26.852,80.991,2021-04-09,4,6,12
LUCKNOW,P09042104619,C1,PS2,PHONE,Dispute,Other Dispute,09/04/2021 12:25:00,26.858,81.001,2021-04-09,4,6,12
LUCKNOW,P09042104715,C1,PS2,PHONE,Dispute,Money Transactions Dispute,09/04/2021 12:33:00,26.849,80.997,2021-04-09,4,6,12
LUCKNOW,P09042105176,C1,PS2,PHONE,Property Disputes,House Capture,09/04/2021 13:11:00,26.854,81.003,2021-04-09,4,6,13
LUCKNOW,P09042105467,C1,PS2,PHONE,Kidnap,Women Kidnap,09/04/2021 13:32:00,26.849,80.995,2021-04-09,4,6,13
LUCKNOW,P09042106400,C1,PS2,PHONE,Theft,Residential Building,09/04/2021 15:01:00,26.86,80.986,2021-04-09,4,6,15
LUCKNOW,P09042106539,C1,PS2,PHONE,Dispute,Money Transactions Dispute,09/04/2021 15:14:00,26.853,80.99,2021-04-09,4,6,15
LUCKNOW,P09042106865,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,09/04/2021 15:45:00,26.848,81.008,2021-04-09,4,6,15
LUCKNOW,P09042107026,C1,PS2,PHONE,Dispute,With Neighbor,09/04/2021 16:03:00,26.854,81.001,2021-04-09,4,6,16
LUCKNOW,P09042107084,C1,PS2,PHONE,Dispute,Money Transactions Dispute,09/04/2021 16:09:00,26.852,81.02,2021-04-09,4,6,16
LUCKNOW,P09042108547,C1,PS2,PHONE,Robbery,Other Campus,09/04/2021 18:26:00,26.861,80.985,2021-04-09,4,6,18
LUCKNOW,P09042108828,C1,PS2,PHONE,Missing,Grp- Person Accident By Train,09/04/2021 18:51:00,26.858,80.99,2021-04-09,4,6,18
